ID,TextID,Description,Count,Trigger,Condition,ConditionValue,ConditionName,BonusCondition,BonusConditionValue,BonusMultiplier,Reward,RequiresWin,RequiresGuildFleet,GuildFleetBonus
7211,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7212,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7213,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7214,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7215,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7216,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7217,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7218,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7219,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7220,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7221,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7222,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7223,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7224,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7225,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7226,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7227,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7228,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_2,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7229,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7230,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7231,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7232,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7233,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7234,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7235,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7236,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7237,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7238,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7239,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7240,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7241,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7242,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7243,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7244,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7245,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7246,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7247,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_3,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,400000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7248,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7249,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7250,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7251,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7252,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7253,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7254,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7255,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7256,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7257,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7258,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7259,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7260,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7261,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7262,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7263,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7264,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7265,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7266,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_4,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1500000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7267,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BLAST_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,BLAST_CANNON,ITEM_CANNON_BLAST,,,,,-1,0,2
7268,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,STANDARD_CANNON,ITEM_CANNON,,,,,-1,0,2
7269,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_SNIPER_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,SNIPER_CANNON,ITEM_CANNON_SNIPER,,,,,-1,0,2
7270,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_CARRONADE_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,STANDARD_CARRONADE,ITEM_CARRONADE,,,,,-1,0,2
7271,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FIRE_BOMB_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,FIRE_BOMB,ITEM_FIRE_BOMB,,,,,-1,0,2
7272,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FLARE_GUN_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,FLARE_GUN,ITEM_FLARE_GUN,,,,,-1,0,2
7273,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_GRENADE_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,GRENADE,ITEM_GRENADE,,,,,-1,0,2
7274,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MINE_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,MINE,ITEM_MINE,,,,,-1,0,2
7275,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_MISSILE_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,MISSILE,ITEM_MISSILE,,,,,-1,0,2
7276,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,BIG_MORTAR,ITEM_MORTAR_BIG,,,,,-1,0,2
7277,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LARGE_AREA_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,LARGE_AREA_MORTAR,ITEM_MORTAR_LARGE_AREA,,,,,-1,0,2
7278,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_LONG_RANGE_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,LONG_RANGE_MORTAR,ITEM_MORTAR_LONG_RANGE,,,,,-1,0,2
7279,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_STANDARD_MORTAR_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,STANDARD_MORTAR,ITEM_MORTAR,,,,,-1,0,2
7280,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_NAPALM_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,NAPALM,ITEM_NAPALM,,,,,-1,0,2
7281,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_RAILGUN_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,RAILGUN,ITEM_RAILGUN,,,,,-1,0,2
7282,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_FAST_TORPEDO_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,FAST_TORPEDO,ITEM_TORPEDO_FAST,,,,,-1,0,2
7283,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_BIG_TORPEDO_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,BIG_TORPEDO,ITEM_TORPEDO,,,,,-1,0,2
7284,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_TRIPLE_TORPEDO_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,TRIPLE_TORPEDO,ITEM_TORPEDO_TRIPLE,,,,,-1,0,2
7285,GUILD_OBJECTIVE_DEAL_DAMAGE_WITH_XPLO_CANNON_DIFFICULTY_5,QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,7200000,DAMAGE,GROUP,XPLO_CANNON,ITEM_CANNON_EXPLOSION,,,,,-1,0,2
7286,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,375000,DAMAGE,,,MI_ANY_CANNON,GROUP,CANNON,10,,-1,0,2
7287,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_2,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1125000,DAMAGE,,,MI_ANY_CANNON,GROUP,CANNON,10,,-1,0,2
7288,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_3,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000000,DAMAGE,,,MI_ANY_CANNON,GROUP,CANNON,10,,-1,0,2
7289,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,18750000,DAMAGE,,,MI_ANY_CANNON,GROUP,CANNON,10,,-1,0,2
7290,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_CANNONS_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000000,DAMAGE,,,MI_ANY_CANNON,GROUP,CANNON,10,,-1,0,2
7291,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_MORTARS_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,375000,DAMAGE,,,MI_ANY_MORTAR,GROUP,MORTAR,10,,-1,0,2
7292,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_MORTARS_DIFFICULTY_2,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1125000,DAMAGE,,,MI_ANY_MORTAR,GROUP,MORTAR,10,,-1,0,2
7293,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_MORTARS_DIFFICULTY_3,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000000,DAMAGE,,,MI_ANY_MORTAR,GROUP,MORTAR,10,,-1,0,2
7294,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_MORTARS_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,18750000,DAMAGE,,,MI_ANY_MORTAR,GROUP,MORTAR,10,,-1,0,2
7295,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_MORTARS_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000000,DAMAGE,,,MI_ANY_MORTAR,GROUP,MORTAR,10,,-1,0,2
7296,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_TORPEDOES_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,375000,DAMAGE,,,MI_ANY_TORPEDO,GROUP,TORPEDO,10,,-1,0,2
7297,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_TORPEDOES_DIFFICULTY_2,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1125000,DAMAGE,,,MI_ANY_TORPEDO,GROUP,TORPEDO,10,,-1,0,2
7298,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_TORPEDOES_DIFFICULTY_3,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000000,DAMAGE,,,MI_ANY_TORPEDO,GROUP,TORPEDO,10,,-1,0,2
7299,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_TORPEDOES_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,18750000,DAMAGE,,,MI_ANY_TORPEDO,GROUP,TORPEDO,10,,-1,0,2
7300,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_TORPEDOES_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000000,DAMAGE,,,MI_ANY_TORPEDO,GROUP,TORPEDO,10,,-1,0,2
7301,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FIRE_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,375000,DAMAGE,,,MI_ANY_FIRE,GROUP,FIRE,10,,-1,0,2
7302,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FIRE_DIFFICULTY_2,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,1125000,DAMAGE,,,MI_ANY_FIRE,GROUP,FIRE,10,,-1,0,2
7303,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FIRE_DIFFICULTY_3,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,5000000,DAMAGE,,,MI_ANY_FIRE,GROUP,FIRE,10,,-1,0,2
7304,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FIRE_DIFFICULTY_4,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,18750000,DAMAGE,,,MI_ANY_FIRE,GROUP,FIRE,10,,-1,0,2
7305,GUILD_OBJECTIVE2_DEAL_DAMAGE_WITH_FIRE_DIFFICULTY_5,GUILD_QUEST_OBJECTIVE_DAMAGE_WITH_ITEM,90000000,DAMAGE,,,MI_ANY_FIRE,GROUP,FIRE,10,,-1,0,2
7306,GUILD_OBJECTIVE2_WIN_DIFFICULTY_1,QUEST_OBJECTIVE_WIN_BATTLES,25,WIN,,,,,,,,,0,2
7307,GUILD_OBJECTIVE2_DESTROY_SHIPS_DIFFICULTY_1,QUEST_OBJECTIVE_DESTROY_SHIPS,30,DESTROY_SHIP,,,,,,,,-1,0,2
7308,GUILD_OBJECTIVE2_DEAL_DAMAGE_DIFFICULTY_1,QUEST_OBJECTIVE_DEAL_DAMAGE,65000,DAMAGE,,,,,,,,-1,0,2
7309,GUILD_OBJECTIVE2_HEAL_DIFFICULTY_1,QUEST_OBJECTIVE_HEAL,15000,HEAL,,,,,,,,-1,0,2
7310,GUILD_OBJECTIVE2_EARN_BATTLESTARS_DIFFICULTY_1,QUEST_OBJECTIVE_EARN_BATTLESTARS,50,EARN_BATTLE_REWARD,RESOURCE,VICTORY_TOKEN,RESOURCE_VICTORY_TOKEN,,,,,-1,0,2
7311,GUILD_OBJECTIVE2_SHOOTER_WIN_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_SHIP_WIN,75,WIN,,,SHIP_NAME_CANNON_1,SHIP_GROUP,SHOOTER_QUESTS,5,,,0,2
7312,GUILD_OBJECTIVE2_FIXER_WIN_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_SHIP_WIN,75,WIN,,,SHIP_NAME_REPAIR_1,SHIP_GROUP,FIXER_QUESTS,5,,,0,2
7313,GUILD_OBJECTIVE2_SPEEDER_WIN_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_SHIP_WIN,75,WIN,,,SHIP_NAME_SPEED_1,SHIP_GROUP,SPEED_SHIP,5,,,0,2
7314,GUILD_OBJECTIVE2_ENFORCER_WIN_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_SHIP_WIN,75,WIN,,,SHIP_NAME_FISHY_1,SHIP_GROUP,CONTROL_SHIP,5,,,0,2
7315,GUILD_OBJECTIVE2_DEFENDER_WIN_DIFFICULTY_1,GUILD_QUEST_OBJECTIVE_SHIP_WIN,75,WIN,,,SHIP_NAME_TANK_A_1,SHIP_GROUP,DEFENDER_QUESTS,5,,,0,2
7316,GUILD_OBJECTIVE2_WIN_DIFFICULTY_2,QUEST_OBJECTIVE_WIN_BATTLES,75,WIN,,,,,,,,,0,2
