ID,IDText,SkillGroupName,SkillGroup,Description,EffectGroup,Attribute,AttributeValue,AttributeOperation,AttributeValueFormat,ShowValueAsPercentage,Type,TypeID,Scope,BuffSource,BuffContributionMultiplier,,,
698,PERK_EVENT_FLARE_GUN_SPEED_M_7,ITEM_FLARE_GUN,FLARE_GUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
699,PERK_EVENT_FLARE_GUN_SPEED_M_10,ITEM_FLARE_GUN,FLARE_GUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
700,PERK_EVENT_FLARE_GUN_SPEED_M_13,ITEM_FLARE_GUN,FLARE_GUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.13,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
701,PERK_EVENT_FLARE_GUN_COOLDOWN_2,ITEM_FLARE_GUN,FLARE_GUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
702,PERK_EVENT_FLARE_GUN_COOLDOWN_4,ITEM_FLARE_GUN,FLARE_GUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
703,PERK_EVENT_FLARE_GUN_COOLDOWN_6,ITEM_FLARE_GUN,FLARE_GUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
704,PERK_EVENT_FIRE_BOMB_SPEED_M_5,ITEM_FIRE_BOMB,FIRE_BOMB,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.05,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
705,PERK_EVENT_FIRE_BOMB_SPEED_M_7,ITEM_FIRE_BOMB,FIRE_BOMB,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.075,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
706,PERK_EVENT_FIRE_BOMB_SPEED_M_10,ITEM_FIRE_BOMB,FIRE_BOMB,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.1,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
707,PERK_EVENT_FIRE_BOMB_SPEED_M_13,ITEM_FIRE_BOMB,FIRE_BOMB,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.13,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
708,PERK_EVENT_FIRE_BOMB_COOLDOWN_2,ITEM_FIRE_BOMB,FIRE_BOMB,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
709,PERK_EVENT_FIRE_BOMB_COOLDOWN_4,ITEM_FIRE_BOMB,FIRE_BOMB,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
710,PERK_EVENT_FIRE_BOMB_COOLDOWN_6,ITEM_FIRE_BOMB,FIRE_BOMB,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
711,PERK_EVENT_NAPALM_DURATION_R2,ITEM_NAPALM,NAPALM,PERK_DESC_DURATION_BURNING,BURNING,DURATION,0.5,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
712,PERK_EVENT_NAPALM_DURATION_R3,ITEM_NAPALM,NAPALM,PERK_DESC_DURATION_BURNING,BURNING,DURATION,1,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
713,PERK_EVENT_NAPALM_DURATION_R4,ITEM_NAPALM,NAPALM,PERK_DESC_DURATION_BURNING,BURNING,DURATION,1.5,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
714,PERK_EVENT_NAPALM_SPEED_M_5,ITEM_NAPALM,NAPALM,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.05,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
715,PERK_EVENT_NAPALM_SPEED_M_7,ITEM_NAPALM,NAPALM,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.075,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
716,PERK_EVENT_NAPALM_SPEED_M_10,ITEM_NAPALM,NAPALM,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.1,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
717,PERK_EVENT_NAPALM_SPEED_M_13,ITEM_NAPALM,NAPALM,STAT_NAME_PROJECTILE_SPEED,,FLIGHT_TIME,-0.13,MULTIPLICATIVE,CREW_PERK_ATTRIBUTE_PERCENTAGE_INVERTED,-1,STAT,,THIS_ITEM,,,,,
718,PERK_EVENT_MINIGUN_RANGE_M_5,ITEM_MINIGUN,MINIGUN,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
719,PERK_EVENT_MINIGUN_RANGE_M_8,ITEM_MINIGUN,MINIGUN,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
720,PERK_EVENT_MINIGUN_RANGE_M_10,ITEM_MINIGUN,MINIGUN,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
721,PERK_EVENT_MINIGUN_RANGE_M_12,ITEM_MINIGUN,MINIGUN,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
722,PERK_EVENT_MINIGUN_SPEED_M_5,ITEM_MINIGUN,MINIGUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
723,PERK_EVENT_MINIGUN_SPEED_M_7,ITEM_MINIGUN,MINIGUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
724,PERK_EVENT_MINIGUN_SPEED_M_10,ITEM_MINIGUN,MINIGUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
725,PERK_EVENT_MINIGUN_SPEED_M_13,ITEM_MINIGUN,MINIGUN,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.13,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
726,GLOBAL_BUFF_MINUGUN_COOLDOWN_15,ITEM_MINIGUN,MINIGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.15,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
727,GLOBAL_BUFF_MINUGUN_DAMAGE_30,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
728,PERK_EVENT_MINE_RANGE_M_5,ITEM_MINE,MINE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
729,PERK_EVENT_MINE_RANGE_M_8,ITEM_MINE,MINE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
730,PERK_EVENT_MINE_RANGE_M_10,ITEM_MINE,MINE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
731,PERK_EVENT_MINE_RANGE_M_12,ITEM_MINE,MINE,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
732,PERK_EVENT_MISSILE_COOLDOWN_1,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
733,PERK_EVENT_MISSILE_COOLDOWN_2,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
734,PERK_EVENT_MISSILE_COOLDOWN_3,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
735,PERK_EVENT_MISSILE_COOLDOWN_4,GROUP_MISSILE,MISSILE_LAUNCHERS,PERK_DESC_COOLDOWN,,COOLDOWN,-0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
736,EVENT_PERK_BIG_TORPEDO_SPEED_1,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.03,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
737,EVENT_PERK_BIG_TORPEDO_SPEED_2,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
738,EVENT_PERK_BIG_TORPEDO_SPEED_3,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
739,EVENT_PERK_BIG_TORPEDO_SPEED_4,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
744,PERK_EVENT_STANDARD_CANNON_SPEED_M_5,ITEM_CANNON,STANDARD_CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
745,PERK_EVENT_STANDARD_CANNON_SPEED_M_7,ITEM_CANNON,STANDARD_CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
746,PERK_EVENT_STANDARD_CANNON_SPEED_M_10,ITEM_CANNON,STANDARD_CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
747,PERK_EVENT_STANDARD_CANNON_SPEED_M_13,ITEM_CANNON,STANDARD_CANNON,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.13,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
748,PERK_STANDARD_CANNON_DAMAGE_ADD_R2,ITEM_CANNON,STANDARD_CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,10,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
749,PERK_STANDARD_CANNON_DAMAGE_ADD_R3,ITEM_CANNON,STANDARD_CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,20,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
750,PERK_STANDARD_CANNON_DAMAGE_ADD_R4,ITEM_CANNON,STANDARD_CANNON,PERK_DESC_DAMAGE_ADD,,BASE_VALUE,35,ADDITIVE,,0,STAT,,THIS_ITEM,,,,,
751,PERK_BIG_TORPEDO_DAMAGE_R2,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.025,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
752,PERK_BIG_TORPEDO_DAMAGE_R3,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
753,PERK_BIG_TORPEDO_DAMAGE_R4,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
754,PERK_EVENT_SHIELDS_GLOBAL_WEAPON_DAMAGE_R2,GROUP_SHIELD,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.005,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
755,PERK_EVENT_SHIELDS_GLOBAL_WEAPON_DAMAGE_R3,GROUP_SHIELD,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.01,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
756,PERK_EVENT_SHIELDS_GLOBAL_WEAPON_DAMAGE_R4,GROUP_SHIELD,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.015,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
757,PERK_EVENT_SHIELDS_GLOBAL_WEAPON_DAMAGE_R5,GROUP_SHIELD,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
758,PERK_EVENT_TURBO_GLOBAL_WEAPON_DAMAGE_R2,ITEM_SPEED_PASSIVE,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.005,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
759,PERK_EVENT_TURBO_GLOBAL_WEAPON_DAMAGE_R3,ITEM_SPEED_PASSIVE,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.01,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
760,PERK_EVENT_TURBO_GLOBAL_WEAPON_DAMAGE_R4,ITEM_SPEED_PASSIVE,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.015,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
761,PERK_EVENT_TURBO_GLOBAL_WEAPON_DAMAGE_R5,ITEM_SPEED_PASSIVE,WEAPON,PERK_DESC_DAMAGE_TO_ALL,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
762,PERK_EVENT_GRENADE_COOLDOWN_R1,ITEM_GRENADE,GRENADE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
763,PERK_EVENT_GRENADE_COOLDOWN_R2,ITEM_GRENADE,GRENADE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
764,PERK_EVENT_GRENADE_COOLDOWN_R3,ITEM_GRENADE,GRENADE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
765,PERK_EVENT_GRENADE_COOLDOWN_R4,ITEM_GRENADE,GRENADE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
766,PERK_EVENT_RAILGUN_COOLDOWN_R1,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
767,PERK_EVENT_RAILGUN_COOLDOWN_R2,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
768,PERK_EVENT_RAILGUN_COOLDOWN_R3,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
769,PERK_EVENT_RAILGUN_COOLDOWN_R4,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
770,GLOBAL_BUFF_BLAST_CANNON_COOLDOWN_30,ITEM_CANNON_BLAST,BLAST_CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
771,GLOBAL_BUFF_STANDARD_CANNON_DAMAGE_30,ITEM_CANNON,STANDARD_CANNON,PERK_DESC_DAMAGE,,BASE_VALUE,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
772,GLOBAL_BUFF_EXPLOSIVE_CANNON_COOLDOWN_30,ITEM_CANNON_EXPLOSION,XPLO_CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
773,GLOBAL_BUFF_SNIPER_CANNON_COOLDOWN_30,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
774,GLOBAL_BUFF_FLARE_GUN_COOLDOWN_30,ITEM_FLARE_GUN,FLARE_GUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
775,GLOBAL_BUFF_FIRE_BOMB_COOLDOWN_30,ITEM_FIRE_BOMB,FIRE_BOMB,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
776,GLOBAL_BUFF_GATLING_GUN_DAMAGE_30,ITEM_MINIGUN,MINIGUN,PERK_DESC_DAMAGE,,BASE_VALUE,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
777,GLOBAL_BUFF_GRENADE_DAMAGE_30,ITEM_GRENADE,GRENADE,PERK_DESC_DAMAGE,,BASE_VALUE,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
778,GLOBAL_BUFF_MISSILE_COOLDOWN_30,ITEM_MISSILE,MISSILE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
779,GLOBAL_BUFF_MINE_COOLDOWN_30,ITEM_MINE,MINE,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
780,GLOBAL_BUFF_CARRONADE_DAMAGE_30,ITEM_CARRONADE,CARRONADE,PERK_DESC_DAMAGE,,BASE_VALUE,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
781,GLOBAL_BUFF_STANDARD_MORTAR_DAMAGE_30,ITEM_MORTAR,STANDARD_MORTAR,PERK_DESC_DAMAGE,,BASE_VALUE,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
782,GLOBAL_BUFF_BALLPARK_MORTAR_COOLDOWN_30,ITEM_MORTAR_LARGE_AREA,LARGE_AREA_MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
783,GLOBAL_BUFF_LONG_RANGE_MORTAR_COOLDOWN_30,ITEM_MORTAR_LONG_RANGE,LONG_RANGE_MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
784,GLOBAL_BUFF_BIG_BERTHA_COOLDOWN_30,ITEM_MORTAR_BIG,BIG_MORTAR,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
785,GLOBAL_BUFF_NAPALM_COOLDOWN_30,ITEM_NAPALM,NAPALM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
786,GLOBAL_BUFF_RAILGUN_COOLDOWN_30,ITEM_RAILGUN,RAILGUN,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
787,GLOBAL_BUFF_BIG_TORPEDO_COOLDOWN_30,ITEM_TORPEDO,BIG_TORPEDO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
788,GLOBAL_BUFF_SWIFT_TORPEDO_DAMAGE_30,ITEM_TORPEDO_FAST,FAST_TORPEDO,PERK_DESC_DAMAGE,,BASE_VALUE,0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
789,GLOBAL_BUFF_TRIPLE_TORPEDO_COOLDOWN_30,ITEM_TORPEDO_TRIPLE,TRIPLE_TORPEDO,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
790,GLOBAL_BUFF_REPAIR_PULSE_COOLDOWN_30,ITEM_AREA_HEAL,AREA_HEAL,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
791,GLOBAL_BUFF_REPAIR_BOX_COOLDOWN_30,ITEM_HEALTH_PACK,HEALTH_PACK,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
792,GLOBAL_BUFF_REPAIR_BOLT_COOLDOWN_30,ITEM_LONG_RANGE_HEAL,HEALTH_SHOT,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
793,GLOBAL_BUFF_DUCT_TAPE_COOLDOWN_30,ITEM_SELF_HEAL,SELF_HEAL,PERK_DESC_COOLDOWN,,COOLDOWN,-0.3,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
794,GLOBAL_BUFF_INTERCEPTOR_HITPOINTS_1000,GROUP_INTERCEPTOR_SHIP,INTERCEPTOR_SHIP,,,HIT_POINTS,1000,ADDITIVE,,0,STAT,,SELF,,,,,
795,GLOBAL_BUFF_REAPER_HITPOINTS_1000,GROUP_REAPER_SHIP,REAPER_SHIP,,,HIT_POINTS,1000,ADDITIVE,,0,STAT,,SELF,,,,,
796,PERK_EVENT_SNIPER_COOLDOWN_R1,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
797,PERK_EVENT_SNIPER_COOLDOWN_R2,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
798,PERK_EVENT_SNIPER_COOLDOWN_R3,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
799,PERK_EVENT_SNIPER_COOLDOWN_R4,ITEM_CANNON_SNIPER,SNIPER_CANNON,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
800,PERK_EVENT_PROJECTILE_SPEED_M_5,GROUP_ALL_ITEMS,ACTIVE_ITEM,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
801,PERK_EVENT_PROJECTILE_SPEED_M_7,GROUP_ALL_ITEMS,ACTIVE_ITEM,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.075,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
802,PERK_EVENT_PROJECTILE_SPEED_M_10,GROUP_ALL_ITEMS,ACTIVE_ITEM,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
803,PERK_EVENT_PROJECTILE_SPEED_M_13,GROUP_ALL_ITEMS,ACTIVE_ITEM,STAT_NAME_PROJECTILE_SPEED,,PROJECTILE_SPEED,0.13,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
804,PERK_EVENT_RANGE_M_5,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.05,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
805,PERK_EVENT_RANGE_M_8,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
806,PERK_EVENT_RANGE_M_10,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.1,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
807,PERK_EVENT_RANGE_M_12,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_RANGE_PERCENTAGE,,MAX_RANGE,0.12,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
808,PERK_EVENT_COOLDOWN_M_2,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.02,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
809,PERK_EVENT_COOLDOWN_M_4,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.04,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
810,PERK_EVENT_COOLDOWN_M_6,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.06,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
811,PERK_EVENT_COOLDOWN_M_8,GROUP_ALL_ITEMS,ACTIVE_ITEM,PERK_DESC_COOLDOWN,,COOLDOWN,-0.08,MULTIPLICATIVE,,-1,STAT,,THIS_ITEM,,,,,
10000,SKILL_STANDARD_CANNON_BONUS_BONUS_TO_BURNING_A_5,ITEM_CANNON,STANDARD_CANNON,,BONUS_TO_BURNING,VALUE,0.05,ADDITIVE,,-1,STAT,,SELF,,,,,
10001,SKILL_STANDARD_CANNON_DAMAGE_M_2,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,0.02,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10002,SKILL_STANDARD_CANNON_DAMAGE_M_5,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,0.05,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10003,SKILL_STANDARD_CANNON_PROJECTILE_SPEED_M_10,ITEM_CANNON,STANDARD_CANNON,,,PROJECTILE_SPEED,0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10004,SKILL_STANDARD_CANNON_DAMAGE_M_3,ITEM_CANNON,STANDARD_CANNON,,,BASE_VALUE,0.03,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
10005,SKILL_STANDARD_CANNON_COOLDOWN_M_10,ITEM_CANNON,STANDARD_CANNON,,,COOLDOWN,-0.1,MULTIPLICATIVE,,-1,STAT,,SELF,,,,,
